id,title,lead,bert_base_dutch_cased_finetuned_snli_label,bert_base_dutch_cased_finetuned_snli_positief,bert_base_dutch_cased_finetuned_snli_negatief,robbert_v2_dutch_finetuned_snli_label,robbert_v2_dutch_finetuned_snli_positief,robbert_v2_dutch_finetuned_snli_negatief,robbertje_dutch_finetuned_snli_label,robbertje_dutch_finetuned_snli_positief,robbertje_dutch_finetuned_snli_negatief,mDeBERTa_v3_base_mnli_xnli_label,mDeBERTa_v3_base_mnli_xnli_positief,mDeBERTa_v3_base_mnli_xnli_negatief
181,'Ik wilde geen Albert Schweitzer zijn',"Midden in het tropisch regenwoud, op zo'n tweehonderd kilometer van de Ghanese hoofdstad Accra, staat een ziekenhuis van de katholieke missie, waar in 1975 maar één dokter werkt, terwijl zich dagelijks driehonderd patiënten aandienen. Als stagiair moet een Nederlandse, vierdejaars student geneeskunde samen met lokale verpleegkundigen een eerste schifting aanbrengen. 'Ik kreeg per patiënt 45 seconden voor de diagnose. En dat terwijl ik aanvankelijk totaal geen ervaring had', vertelt Wilbert Bannenberg, inmiddels 71 jaar, in zijn woonhuis in het Brabantse Bergeijk.",positief,0.6280695953930202,0.37193040460697985,negatief,0.49267341559012917,0.5073265844098709,negatief,0.4428770508674115,0.5571229491325885,negatief,0.3280156928854496,0.6719843071145505
182,Soms loont even afwachten bij kanker,"Na 227 chemopillen en 28 bestralingen was de tumor van Harrie Keusters zoek. In het voorjaar van 2013 was bij hem endeldarmkanker vastgesteld. Op een 'rotplek', had de chirurg er meteen maar bij gezegd: vlak bij de prostaat, in de buurt van centrale zenuwbanen. Hij moest worden geopereerd, er zat niks anders op. Maar eerst zou met chemoradiatie de tumor kleiner worden gemaakt zodat die beter kon worden weggehaald.",positief,0.6861776504989172,0.3138223495010827,positief,0.6048227963254965,0.39517720367450354,negatief,0.4365373665248305,0.5634626334751696,positief,0.6845529731772656,0.3154470268227343
200,'We overwinnen meer ziektes',"Meer chronisch zieken, maar artsen hebben hoop voor de toekomst",positief,0.7748405171531169,0.22515948284688314,positief,0.6631280046792994,0.3368719953207006,positief,0.5546761758083484,0.44532382419165156,positief,0.8039268994940728,0.19607310050592722
226,'Veelvraatcellen' krikken afweer op om kanker aan te pakken,"Onderzoekers van het Leids Universitair Medisch Centrum hebben ontdekt hoe de natuurlijke afweer van het menselijke lichaam veel effectiever kan worden ingezet tegen kanker. Sleutel is het mobiliseren van speciale veelvraatcellen, zogenoemde macrofagen.",positief,0.7458728739254359,0.2541271260745641,positief,0.6545531752877788,0.34544682471222127,positief,0.5227089158376949,0.4772910841623052,positief,0.7425526302872231,0.25744736971277693
227,Immuuntherapie vóór operatie huidkanker levert meer op,"Onderzoek van het Antoni van Leeuwenhoek laat zien dat 59 procent van de patiënten die in deze volgorde werden behandeld, geen enkele nabehandeling meer nodig had. Na een jaar was 84 procent van de succesvol behandelde patiënten ook nog steeds tumorvrij. Dat is een aanmerkelijk hoger percentage dan in de controlegroep die de standaardbehandeling kreeg (57 procent).",positief,0.7190339875778978,0.28096601242210206,positief,0.5633185671891753,0.43668143281082467,negatief,0.41612245799591946,0.5838775420040806,positief,0.95204765917945,0.04795234082054997
229,Tumorvrij bij huidkanker; 'Baanbrekend' onderzoek door immuuntherapie vóór in plaats van na operatie te geven,Immuuntherapie vóór een operatie kan ervoor zorgen dat mensen met uitgezaaide huidkanker weer tumorvrij worden en blijven. Dat blijkt uit 'baanbrekend onderzoek' van het Antoni van Leeuwenhoek ziekenhuis.,positief,0.7228864587724394,0.27711354122756066,positief,0.5893001792178144,0.41069982078218564,negatief,0.4942405769335669,0.5057594230664332,positief,0.9179050465080896,0.08209495349191047
230,Immuuntherapie vóór operatie uitgezaaide huidkanker biedt veelbelovende resultaten,"Van de ruim tweehonderd patiënten met een melanoom die voor de operatie immuuntherapie kregen, was na een jaar nog 84 procent kankervrij, tegen 57 procent in de groep die na de operatie werd behandeld. De patiënten die meteen immuuntherapie kregen, hadden maar twee kuren nodig, terwijl de standaardbehandeling na de operatie uit acht tot twaalf kuren bestaat.",positief,0.7421090045289562,0.25789099547104377,positief,0.6210392124646696,0.3789607875353303,positief,0.5132943972425631,0.48670560275743685,positief,0.9406899297845027,0.059310070215497175
232,Succesvolle behandeling is nog niet beschikbaar,Patiënten met uitgezaaide huidkanker hebben in de meeste gevallen baat bij immuuntherapie vóórdat ze worden geopereerd. Dat blijkt uit onderzoek van het Antoni van Leeuwenhoekziekenhuis. Nadeel: de behandeling is nu nog niet beschikbaar.,positief,0.6703073104546067,0.3296926895453932,positief,0.6314844984717071,0.3685155015282929,negatief,0.490675676103324,0.5093243238966759,negatief,0.2934126178448259,0.706587382155174
233,Het voelde alsof ik in een slechte film zat' Astrid Nollen had uitgezaaide melanoom en nog kort te leven,"Astrid Nollen uit Bussum is halverwege de dertig en moeder van drie jonge kinderen als ze een verwoestende uitslag krijgt. Ze heeft uitgezaaide melanoom. ,,Ik had vier tumoren in mijn hoofd, zestien uitzaaiingen in mijn lijf en een levensverwachting van nog twee tot vier maanden. De grond zakt onder je vandaan.""",positief,0.5562777875783003,0.44372221242169974,negatief,0.3749648125169718,0.6250351874830282,negatief,0.3818325925766488,0.6181674074233512,negatief,0.14372817899687992,0.8562718210031202
235,Korte immuuntherapie vóór operatie succesvol bij bepaalde vorm darmkanker,"De resultaten verschijnen donderdag in vakblad NEJM. Het is voor de tweede keer in een week tijd dat Nederlandse artsen aantonen dat het veel beter is om kankerpatiënten meteen immuuntherapie te geven, al voor de operatie. Dan zit de tumor immers nog in het lichaam, staat het immuunsysteem paraat en kan een extra zetje de immuuncellen stimuleren. Zondag verscheen al een groot onderzoek met goede uitkomsten bij huidkankerpatiënten.",positief,0.7157338498064473,0.28426615019355267,positief,0.6619147606498891,0.338085239350111,positief,0.593264579124247,0.406735420875753,positief,0.692082741060902,0.3079172589390981
236,'Ik ben mijn artsen ontzettend dankbaar'; Dankzij immuuntherapie van darmkanker genezen Anne Rog-De Graaf kan weer genieten van het leven,"De resultaten zijn baanbrekend: bij alle 111 darmkankerpatiënten die onderzoeker Myriam Chalabi behandelde met immuuntherapie, is de ziekte niet teruggekomen. Anne Rog-De Graaf deed mee aan de studie en vertelt haar succesverhaal. ,,Waanzinnig dat ik met zo'n korte behandeling helemaal schoon ben.""",positief,0.7391870440976284,0.26081295590237163,positief,0.7551145078570153,0.24488549214298472,positief,0.5863616989789048,0.41363830102109517,positief,0.9071612348751937,0.09283876512480625
238,Doorbraak onderzoek darmkanker,"De genezing van darmkanker is weer een stapje dichterbij. Uit recent onderzoek van het Antoni van Leeuwenhoek (AVL) blijkt dat immuuntherapie heel efficiënt werkt tegen een specifiek type van deze ziekte, die jaarlijks 1800 mensen treft. Alle 111 patiënten die deelnamen aan de studie zijn nu kankervrij.",positief,0.7281384834542541,0.2718615165457459,positief,0.6224775971053904,0.3775224028946096,negatief,0.4703702110312719,0.5296297889687281,positief,0.7822683695247935,0.2177316304752065
239,Doorbraak in darmkankeronderzoek,"Collectief hapten de kankeronderzoekers in de grote congreszaal in Parijs naar adem, in 2022, toen kankeronderzoeker Myriam Chalabi de grafiek met de resultaten van haar studie naar een nieuwe behandeling tegen een vorm van darmkanker tevoorschijn haalde. Bij álle 107 patiënten was de tumor geslonken, bleek na een operatie, bij 95 procent maar liefst tot minder dan een tiende van de tumor. En bij 68 procent van de patiënten was de tumor zelfs volledig verdwenen. Eén voor één stonden de aanwezigen op, applaudiserend, tot de hele zaal een staande ovatie gaf.",positief,0.6641491072060961,0.3358508927939039,positief,0.5706500079299793,0.4293499920700206,negatief,0.49426762395482865,0.5057323760451714,positief,0.8016200304336698,0.19837996956633014
245,In de basisverzekering; Borstkankertherapie,"Immunotherapie pembrolizumab voor vrouwen met borstkanker wordt, als het aan het Zorginstituut ligt, binnenkort vergoed vanuit de basisverzekering. Jonge vrouwen met borstkanker hebben mogelijk een hogere overlevingskans als ze vóór hun operatie behandeld worden met deze therapie.",positief,0.7743991660771407,0.22560083392285935,positief,0.6547156174977621,0.345284382502238,positief,0.5562385759876353,0.4437614240123648,positief,0.919988369162095,0.08001163083790501
248,Kunnen we onze medicijnen wel vertrouwen?,"Europees Geneesmiddelenagentschap Oncoloog Anneke Westermann was 'door het dolle heen' toen in 2016 het medicijn Lartruvo op de markt kwam. ""Het zou de vooruitzichten voor mensen met weke-delenkanker, zoals tumoren in de spieren of bloedvaten, aanzienlijk verbeteren. Het idee was dat ze er maanden tot jaren langer door zouden leven"", zegt Westermann, inmiddels met pensioen maar destijds werkzaam in het Amsterdam UMC.",positief,0.7376769150124102,0.2623230849875898,positief,0.6079870096725274,0.3920129903274725,positief,0.5501459595636663,0.44985404043633365,negatief,0.47761040280366546,0.5223895971963345
255,Uitzaaiende tumoren kapen hun hele omgeving; Een tumor is een complex mini-orgaantje dat zichzelf op ingenieuze wijze uitzaait,Voor het eerst kunnen onderzoekers live onder de microscoop volgen hoe een tumor zich uitzaait. In zijn kantoor in het Antoni van Leeuwenhoek toont de Utrechtse hoogleraar Jacco van Rheenen een filmpje van een gifgroene tumormassa. Op zijn laptop is te zien hoe de klomp cellen vertakkingen vormt die langzaam richting een rode stroom kruipen - het bloedvat - en deze vervolgens binnendringen.,positief,0.7094610700197849,0.290538929980215,positief,0.6295646948526443,0.3704353051473557,positief,0.5484698613106644,0.45153013868933556,positief,0.5628542974605736,0.4371457025394265
256,Beloftevolle behandeling kanker niet vergoed,Vrouwen met borstkanker kunnen voorlopig nog niet voor hun operatie behandeld worden met immunotherapie pembrolizumab. Dat heeft zorgminister Pia Dijkstra besloten. Ze wijkt daarmee af van het advies van het Zorginstituut. Dat adviseerde eind mei de behandeling onder voorwaarden toe te laten tot het basispakket.,negatief,0.4893501620713912,0.5106498379286087,positief,0.6392734539131637,0.3607265460868363,negatief,0.4405066105599717,0.5594933894400284,negatief,0.3426931729894543,0.6573068270105457
261,'Medicijn baarmoeder- kanker in basispakket'; Positief advies zorginstituut,Positief advies zorginstituut UTRECHT - Een nieuw medicijn tegen baarmoederkanker verdient het volgens Zorginstituut Nederland om te worden opgenomen in het basispakket van de zorgverzekering. Het instituut heeft positief geadviseerd aan minister Agema (Volksgezondheid).,positief,0.6608458844090973,0.33915411559090275,positief,0.615004692782774,0.3849953072172259,positief,0.6051177098203332,0.39488229017966675,positief,0.9946384996160805,0.005361500383919502
262,Kankerpatiënt heeft nu meer overlevingskans dan begin deze eeuw,"Wie tegenwoordig de diagnose kanker krijgt, heeft aanzienlijk meer kans dat te overleven dan twintig jaar geleden. Dat blijkt uit nieuwe cijfers die het Integraal Kankercentrum Nederland (IKNL) maandag publiceerde. Het komt onder meer door nieuwe behandelingen en vroege opsporing.",positief,0.7534416189205163,0.24655838107948372,positief,0.6116699867168442,0.38833001328315575,negatief,0.4142051052515144,0.5857948947484856,positief,0.8419758652617387,0.15802413473826127
271,"Beschikbaarheid van dure, levensreddende medicatie is in gevaar","De roep om transparantie is overal te horen in de samenleving. Zo ook in ziekenhuizen en dokterspraktijken. Begrijpelijk, zeggen wij als bezorgde artsen. Al was het maar om te voorkomen dat telkens als specialisten opkomen voor het beschikbaar maken van dure geneesmiddelen, er wordt geroepen dat diegenen waarschijnlijk omgekocht zijn door de fabrikant. Financiële schimmigheid onder specialisten komt helaas voor, maar zelden proberen geneesmiddelfabrikanten artsen nog te overreden met geld. In tegenstelling tot pacemakers, is de controle daarop voor geneesmiddelen heel erg goed geregeld. Zo kunt u bijvoorbeeld op www.transparantieregister.nl alle betalingen van geneesmiddelfabrikanten aan artsen terugvinden.",positief,0.5987887420632368,0.4012112579367631,negatief,0.449401225027031,0.5505987749729689,negatief,0.4269494424530574,0.5730505575469426,positief,0.5570101191676523,0.44298988083234764
287,Immuuntherapie prostaatkanker bij groep succesvol,Immuuntherapie tegen prostaatkanker werkt opmerkelijk goed bij mannen die een bepaalde genetische afwijking hebben. Dat blijkt uit onderzoek van het Radboudumc in Nijmegen. Oncoloog Niven Mehra pleit er naar aanleiding van de uitkomsten van dat onderzoek voor om vroeg in het ziekteproces naar het dna van de tumor te kijken.,positief,0.7172343708494425,0.2827656291505574,positief,0.6046423218160638,0.39535767818393625,negatief,0.49490022550668017,0.5050997744933198,positief,0.9347805475710472,0.06521945242895281
296,"'In de zorg zijn we te lief voor elkaar, zo komen we er niet'","Denk je, vraagt Sjaak Wijma aan het eind van het gesprek, dat ik in de 25 jaar dat ik gynaecoloog was, me ooit zorgen heb gemaakt waaraan ik het geld uitgaf? Om meteen zelf het antwoord te geven: 'Never.'",positief,0.6748896987424694,0.32511030125753054,positief,0.6000309564821692,0.39996904351783086,positief,0.534884768816506,0.46511523118349385,negatief,0.44320940986757346,0.5567905901324265
300,"'Doodgaan is geen optie'; behandeling zou leven van topatleet Jeroen Reesen (39) kunnen redden, maar wordt hier niet vergoed","Jeroen Reesen was een extreme duursporter, die over de hele wereld wedstrijden liep. Tot bij hem oogkanker werd geconstateerd. Een duur medicijn kan redding brengen, maar het middel wordt in Nederland niet vergoed. ,,Ik sta met mijn rug tegen de muur.""",positief,0.6323435165473813,0.36765648345261875,positief,0.5466670810391038,0.45333291896089617,negatief,0.45192362942307196,0.5480763705769279,negatief,0.2694734549604501,0.7305265450395498
306,Nieuwe behandeling lymfeklierkanker,"Een nieuwe behandeling verbetert het vooruitzicht voor mensen met de ziekte van Hodgkin, een zeldzame vorm van lymfeklierkanker. De combinatie van een nieuwe immuuntherapie en chemotherapie leidt tot minder bijwerkingen en de kanker keert minder vaak terug, blijkt uit een studie die vandaag in The New England Journal of Medicine verschijnt.",positief,0.7394217185012598,0.26057828149874024,positief,0.6489827168292703,0.35101728317072967,positief,0.5426256533728969,0.45737434662710313,positief,0.8716612917621148,0.1283387082378853
